��line,tmin,tier,text,tmax
57,17.7093,TokensAlign,dressed,18.2793
58,18.2793,TokensAlign,in,18.4093
59,18.4093,TokensAlign,purple,18.8393
60,18.8393,TokensAlign,and,19.0393
61,19.0393,TokensAlign,ermine,19.1793
62,19.1793,TokensAlign,on,19.3193
63,19.3193,TokensAlign,a,19.3993
64,19.3993,TokensAlign,very,20.3293
65,20.3293,TokensAlign,simple,21.0893
66,21.0893,TokensAlign,yet,21.2793
67,21.2793,TokensAlign,majestic,21.9293
68,21.9293,TokensAlign,throne,22.3017
70,23.0299,TokensAlign,ah,23.3799
72,23.8488,TokensAlign,here,23.9838
73,23.9838,TokensAlign,comes,24.2538
74,24.2538,TokensAlign,a,24.3038
75,24.3038,TokensAlign,subject,24.9338
77,24.9838,TokensAlign,exclaimed,25.5538
78,25.5538,TokensAlign,the,25.6338
79,25.6338,TokensAlign,king,25.9838
80,25.9838,TokensAlign,when,26.0938
81,26.0938,TokensAlign,he,26.2138
82,26.2138,TokensAlign,caught,26.5138
83,26.5138,TokensAlign,sight,26.8438
84,26.8438,TokensAlign,of,26.9438
85,26.9438,TokensAlign,the,27.0338
86,27.0338,TokensAlign,little,27.2338
87,27.2338,TokensAlign,prince,27.7019
89,28.2955,TokensAlign,and,28.4805
90,28.4805,TokensAlign,the,28.5405
91,28.5405,TokensAlign,little,28.7805
92,28.7805,TokensAlign,prince,29.1605
93,29.1605,TokensAlign,asked,29.4205
94,29.4205,TokensAlign,himself,29.9551
96,30.5886,TokensAlign,how,30.7436
97,30.7436,TokensAlign,could,31.2136
98,31.2136,TokensAlign,he,31.2836
99,31.2836,TokensAlign,recognise,31.7836
100,31.7836,TokensAlign,me,31.8836
101,31.8836,TokensAlign,when,32.0136
102,32.0136,TokensAlign,he,32.1036
103,32.1036,TokensAlign,s,32.1636
104,32.1636,TokensAlign,never,32.3836
105,32.3836,TokensAlign,seen,32.7036
106,32.7036,TokensAlign,me,32.8736
107,32.8736,TokensAlign,before,33.3626
109,34.0609,TokensAlign,he,34.3859
110,34.3859,TokensAlign,didn,34.6159
111,34.6159,TokensAlign,t,34.6759
112,34.6759,TokensAlign,know,34.9659
113,34.9659,TokensAlign,that,35.2259
114,35.2259,TokensAlign,for,35.3259
115,35.3259,TokensAlign,kings,35.9403
117,36.2645,TokensAlign,the,36.3395
118,36.3395,TokensAlign,world,36.6895
119,36.6895,TokensAlign,is,36.8695
120,36.8695,TokensAlign,very,37.1695
121,37.1695,TokensAlign,much,37.4395
122,37.4395,TokensAlign,simplified,38.2539
124,38.5033,TokensAlign,to,38.6183
125,38.6183,TokensAlign,them,39.0283
126,39.0283,TokensAlign,all,39.2783
127,39.2783,TokensAlign,men,39.5583
128,39.5583,TokensAlign,are,39.6583
129,39.6583,TokensAlign,subjects,40.3825
131,41.1557,TokensAlign,approach,41.6807
132,41.6807,TokensAlign,so,41.8107
133,41.8107,TokensAlign,that,41.9707
134,41.9707,TokensAlign,i,42.0707
135,42.0707,TokensAlign,may,42.2307
136,42.2307,TokensAlign,see,42.5507
137,42.5507,TokensAlign,you,42.7007
138,42.7007,TokensAlign,better,43.1253
140,43.3347,TokensAlign,said,43.5497
141,43.5497,TokensAlign,the,43.6497
142,43.6497,TokensAlign,king,43.9697
143,43.9697,TokensAlign,who,44.4197
144,44.4197,TokensAlign,was,44.6197
145,44.6197,TokensAlign,very,44.9397
146,44.9397,TokensAlign,proud,45.3197
147,45.3197,TokensAlign,to,45.4097
148,45.4097,TokensAlign,finally,45.9397
149,45.9397,TokensAlign,be,46.1497
150,46.1497,TokensAlign,king,46.4197
151,46.4197,TokensAlign,over,46.5997
152,46.5997,TokensAlign,somebody,47.308
154,48.4004,TokensAlign,the,48.5454
155,48.5454,TokensAlign,little,48.7854
156,48.7854,TokensAlign,prince,49.2054
157,49.2054,TokensAlign,looked,49.4554
158,49.4554,TokensAlign,around,49.8154
159,49.8154,TokensAlign,him,49.9554
160,49.9554,TokensAlign,for,50.0954
161,50.0954,TokensAlign,a,50.1254
162,50.1254,TokensAlign,place,50.5154
163,50.5154,TokensAlign,to,50.6154
164,50.6154,TokensAlign,sit,51.0347
166,51.3689,TokensAlign,but,51.4739
167,51.4739,TokensAlign,the,51.5639
168,51.5639,TokensAlign,planet,52.0739
169,52.0739,TokensAlign,was,52.2439
170,52.2439,TokensAlign,completely,52.8839
171,52.8839,TokensAlign,taken,53.2739
172,53.2739,TokensAlign,over,53.5939
173,53.5939,TokensAlign,by,53.7639
174,53.7639,TokensAlign,the,53.8939
175,53.8939,TokensAlign,magnificent,54.7839
176,54.7839,TokensAlign,ermine,55.0939
177,55.0939,TokensAlign,robe,55.5771
179,56.046,TokensAlign,so,56.201
180,56.201,TokensAlign,he,56.341
181,56.341,TokensAlign,remained,56.881
182,56.881,TokensAlign,standing,57.451
183,57.451,TokensAlign,and,58.131
184,58.131,TokensAlign,since,58.471
185,58.471,TokensAlign,he,58.581
186,58.581,TokensAlign,was,58.781
187,58.781,TokensAlign,tired,59.381
188,59.381,TokensAlign,he,59.531
189,59.531,TokensAlign,yawned,60.0348
191,60.6184,TokensAlign,it,60.7634
192,60.7634,TokensAlign,is,60.9034
193,60.9034,TokensAlign,contrary,61.4534
194,61.4534,TokensAlign,to,61.5534
195,61.5534,TokensAlign,etiquette,61.9734
196,61.9734,TokensAlign,to,62.1534
197,62.1534,TokensAlign,yawn,62.3834
198,62.3834,TokensAlign,in,62.4834
199,62.4834,TokensAlign,the,62.5434
200,62.5434,TokensAlign,presence,62.9934
201,62.9934,TokensAlign,of,63.4734
202,63.4734,TokensAlign,a,63.5034
203,63.5034,TokensAlign,king,63.6623
205,63.8917,TokensAlign,the,64.0067
206,64.0067,TokensAlign,monarch,64.4367
207,64.4367,TokensAlign,said,64.6767
208,64.6767,TokensAlign,to,64.7967
209,64.7967,TokensAlign,him,65.0614
211,65.5302,TokensAlign,i,65.6652
212,65.6652,TokensAlign,forbid,65.9852
213,65.9852,TokensAlign,you,66.0752
214,66.0752,TokensAlign,to,66.1852
215,66.1852,TokensAlign,do,66.3352
216,66.3352,TokensAlign,so,66.6451
218,67.4732,TokensAlign,i,67.5882
219,67.5882,TokensAlign,can,67.8982
220,67.8982,TokensAlign,t,67.9282
221,67.9282,TokensAlign,stop,68.2782
222,68.2782,TokensAlign,myself,69.0082
224,69.1582,TokensAlign,replied,69.6082
225,69.6082,TokensAlign,the,69.6982
226,69.6982,TokensAlign,little,69.9182
227,69.9182,TokensAlign,prince,70.4482
228,70.4482,TokensAlign,thoroughly,70.8982
229,70.8982,TokensAlign,embarrassed,71.4713
231,72.015,TokensAlign,i,72.09
232,72.09,TokensAlign,ve,72.15
233,72.15,TokensAlign,come,72.41
234,72.41,TokensAlign,on,72.52
235,72.52,TokensAlign,a,72.61
236,72.61,TokensAlign,long,72.99
237,72.99,TokensAlign,journey,73.49
238,73.49,TokensAlign,and,73.65
239,73.65,TokensAlign,i,73.72
240,73.72,TokensAlign,haven,74.07
241,74.07,TokensAlign,t,74.11
242,74.11,TokensAlign,slept,74.6944
244,75.1833,TokensAlign,ah,75.4683
245,75.4683,TokensAlign,then,75.8483
247,76.1883,TokensAlign,the,76.3483
248,76.3483,TokensAlign,king,76.6183
249,76.6183,TokensAlign,said,77.3583
250,77.3583,TokensAlign,i,77.4183
251,77.4183,TokensAlign,i,77.4583
252,77.4583,TokensAlign,order,77.8383
253,77.8383,TokensAlign,you,78.0183
254,78.0183,TokensAlign,to,78.1783
255,78.1783,TokensAlign,yawn,78.5214
257,78.8656,TokensAlign,i,78.9906
258,78.9906,TokensAlign,have,79.1906
259,79.1906,TokensAlign,not,79.3506
260,79.3506,TokensAlign,seen,79.5406
261,79.5406,TokensAlign,anyone,79.9106
262,79.9106,TokensAlign,yawning,80.2306
263,80.2306,TokensAlign,for,80.3806
264,80.3806,TokensAlign,years,80.8654
266,81.2145,TokensAlign,yawns,81.7695
267,81.7695,TokensAlign,to,81.8495
268,81.8495,TokensAlign,me,82.0795
269,82.0795,TokensAlign,are,82.1095
270,82.1095,TokensAlign,objects,82.9695
271,82.9695,TokensAlign,of,83.0495
272,83.0495,TokensAlign,curiosity,83.7235
274,84.0377,TokensAlign,come,84.2027
275,84.2027,TokensAlign,now,84.4077
277,84.6272,TokensAlign,yawn,84.8422
278,84.8422,TokensAlign,again,85.1522
279,85.1522,TokensAlign,it,85.3122
280,85.3122,TokensAlign,is,85.4022
281,85.4022,TokensAlign,an,85.4822
282,85.4822,TokensAlign,order,85.7671
284,86.6251,TokensAlign,that,86.9601
285,86.9601,TokensAlign,frightens,87.5401
286,87.5401,TokensAlign,me,87.7595
288,88.1386,TokensAlign,i,88.3436
289,88.3436,TokensAlign,can,88.4636
290,88.4636,TokensAlign,t,88.5336
291,88.5336,TokensAlign,any,88.7436
292,88.7436,TokensAlign,more,89.0234
294,89.3876,TokensAlign,said,89.5726
295,89.5726,TokensAlign,the,89.6426
296,89.6426,TokensAlign,little,89.8726
297,89.8726,TokensAlign,prince,90.3326
298,90.3326,TokensAlign,blushing,90.8021
300,91.3907,TokensAlign,hum,91.8257
301,91.8257,TokensAlign,hum,92.8957
303,92.9157,TokensAlign,replied,93.3457
304,93.3457,TokensAlign,the,93.4257
305,93.4257,TokensAlign,king,93.9946
307,94.2739,TokensAlign,then,94.6089
308,94.6089,TokensAlign,i i,95.7589
309,95.7589,TokensAlign,order,96.1189
310,96.1189,TokensAlign,you,96.5989
311,96.5989,TokensAlign,sometimes,97.2689
312,97.2689,TokensAlign,to,97.4089
313,97.4089,TokensAlign,yawn,98.1689
314,98.1689,TokensAlign,and,98.3289
315,98.3289,TokensAlign,sometimes,98.9189
316,98.9189,TokensAlign,to,99.5478
318,100.1314,TokensAlign,he,100.3264
319,100.3264,TokensAlign,sputtered,100.7964
320,100.7964,TokensAlign,a,100.8664
321,100.8664,TokensAlign,bit,101.1664
322,101.1664,TokensAlign,and,101.2964
323,101.2964,TokensAlign,seemed,101.7064
324,101.7064,TokensAlign,vexed,102.2256
326,102.6844,TokensAlign,for,103.0594
327,103.0594,TokensAlign,the,103.1294
328,103.1294,TokensAlign,king,103.5094
329,103.5094,TokensAlign,fundamentally,104.2794
330,104.2794,TokensAlign,insisted,104.9094
331,104.9094,TokensAlign,that,105.0194
332,105.0194,TokensAlign,his,105.1994
333,105.1994,TokensAlign,authority,105.7794
334,105.7794,TokensAlign,be,105.9094
335,105.9094,TokensAlign,respected,106.6181
337,106.8874,TokensAlign,he,107.2224
338,107.2224,TokensAlign,didn,107.4224
339,107.4224,TokensAlign,t,107.4624
340,107.4624,TokensAlign,tolerate,108.0124
341,108.0124,TokensAlign,disobedience,108.8566
343,109.1009,TokensAlign,he,109.1859
344,109.1859,TokensAlign,was,109.3359
345,109.3359,TokensAlign,an,109.4459
346,109.4459,TokensAlign,absolute,110.2559
347,110.2559,TokensAlign,monarch,110.7603
349,111.1692,TokensAlign,but,111.7642
350,111.7642,TokensAlign,because,112.2642
351,112.2642,TokensAlign,he,112.3942
352,112.3942,TokensAlign,was,112.5942
353,112.5942,TokensAlign,good,112.7942
354,112.7942,TokensAlign,at,112.9142
355,112.9142,TokensAlign,heart,113.5331
357,113.8373,TokensAlign,he,113.9323
358,113.9323,TokensAlign,gave,114.2123
359,114.2123,TokensAlign,reasonable,114.6623
360,114.6623,TokensAlign,orders,115.2519
362,116.1199,TokensAlign,if,116.4849
363,116.4849,TokensAlign,i,116.5749
364,116.5749,TokensAlign,ordered,117.0549
365,117.0549,TokensAlign,a,117.0849
366,117.0849,TokensAlign,general,117.6392
368,117.9584,TokensAlign,he,118.0234
369,118.0234,TokensAlign,would,118.1734
370,118.1734,TokensAlign,often,118.4334
371,118.4334,TokensAlign,say,118.7734
372,118.7734,TokensAlign,if,119.3334
373,119.3334,TokensAlign,i,119.3734
374,119.3734,TokensAlign,ordered,119.7634
375,119.7634,TokensAlign,a,119.8534
376,119.8534,TokensAlign,general,120.3734
377,120.3734,TokensAlign,to,120.5134
378,120.5134,TokensAlign,change,120.9134
379,120.9134,TokensAlign,himself,121.3334
380,121.3334,TokensAlign,into,121.5334
381,121.5334,TokensAlign,a,121.6134
382,121.6134,TokensAlign,seabird,122.3268
384,122.6161,TokensAlign,and,122.7411
385,122.7411,TokensAlign,if,122.9011
386,122.9011,TokensAlign,the,122.9911
387,122.9911,TokensAlign,general,123.3911
388,123.3911,TokensAlign,did,123.6111
389,123.6111,TokensAlign,not,123.7911
390,123.7911,TokensAlign,obey,124.1111
391,124.1111,TokensAlign,me,124.2711
392,124.2711,TokensAlign,it,124.9611
393,124.9611,TokensAlign,would,125.1411
394,125.1411,TokensAlign,not,125.2911
395,125.2911,TokensAlign,be,125.4311
396,125.4311,TokensAlign,the,125.5111
397,125.5111,TokensAlign,general,125.9211
398,125.9211,TokensAlign,s,126.0311
399,126.0311,TokensAlign,fault,126.4243
401,126.7784,TokensAlign,it,126.9834
402,126.9834,TokensAlign,would,127.1034
403,127.1034,TokensAlign,be,127.2234
404,127.2234,TokensAlign,my,127.4634
405,127.4634,TokensAlign,fault,127.8876
407,128.9052,TokensAlign,may,129.1102
408,129.1102,TokensAlign,i,129.2302
409,129.2302,TokensAlign,sit,129.5902
410,129.5902,TokensAlign,down,130.0399
412,130.4489,TokensAlign,the,130.5139
413,130.5139,TokensAlign,little,130.7539
414,130.7539,TokensAlign,prince,131.1539
415,131.1539,TokensAlign,enquired,131.6739
416,131.6739,TokensAlign,timidly,132.1933
418,132.7669,TokensAlign,i,132.8019
419,132.8019,TokensAlign,order,133.2919
420,133.2919,TokensAlign,you,133.4819
421,133.4819,TokensAlign,to,133.5619
422,133.5619,TokensAlign,sit,133.7619
423,133.7619,TokensAlign,down,134.1165
425,134.3509,TokensAlign,replied,134.7859
426,134.7859,TokensAlign,the,134.8659
427,134.8659,TokensAlign,king,135.1659
428,135.1659,TokensAlign,who,135.6659
429,135.6659,TokensAlign,majestically,136.5859
430,136.5859,TokensAlign,gathered,137.0059
431,137.0059,TokensAlign,in,137.1259
432,137.1259,TokensAlign,a,137.2159
433,137.2159,TokensAlign,fold,137.6359
434,137.6359,TokensAlign,of,137.7159
435,137.7159,TokensAlign,his,137.8759
436,137.8759,TokensAlign,ermine,138.2159
437,138.2159,TokensAlign,mantle,138.7243
439,139.6573,TokensAlign,but,139.7723
440,139.7723,TokensAlign,the,139.8423
441,139.8423,TokensAlign,little,140.1123
442,140.1123,TokensAlign,prince,140.5323
443,140.5323,TokensAlign,was,140.6623
444,140.6623,TokensAlign,astonished,141.3968
446,141.8556,TokensAlign,the,141.9206
447,141.9206,TokensAlign,planet,142.4506
448,142.4506,TokensAlign,was,142.6306
449,142.6306,TokensAlign,tiny,143.1802
451,143.5493,TokensAlign,over,144.0943
452,144.0943,TokensAlign,what,144.3643
453,144.3643,TokensAlign,could,144.5443
454,144.5443,TokensAlign,this,144.8343
455,144.8343,TokensAlign,king,145.1643
456,145.1643,TokensAlign,really,145.7043
457,145.7043,TokensAlign,rule,146.1884
459,147.2659,TokensAlign,sire,147.8759
461,148.1701,TokensAlign,he,148.2651
462,148.2651,TokensAlign,said,148.5251
463,148.5251,TokensAlign,to,148.6351
464,148.6351,TokensAlign,him,149.1844
466,149.4187,TokensAlign,excuse,150.0037
467,150.0037,TokensAlign,my,150.1737
468,150.1737,TokensAlign,asking,150.6537
469,150.6537,TokensAlign,you,150.7637
470,150.7637,TokensAlign,a,150.8237
471,150.8237,TokensAlign,question,151.5482
473,151.9722,TokensAlign,i,152.0772
474,152.0772,TokensAlign,order,152.4472
475,152.4472,TokensAlign,you,152.6372
476,152.6372,TokensAlign,to,152.7772
477,152.7772,TokensAlign,ask,152.9972
478,152.9972,TokensAlign,me,153.0772
479,153.0772,TokensAlign,a,153.1072
480,153.1072,TokensAlign,question,153.6316
482,153.9957,TokensAlign,hastened,154.4207
483,154.4207,TokensAlign,to,154.5207
484,154.5207,TokensAlign,say,154.8007
485,154.8007,TokensAlign,the,154.8707
486,154.8707,TokensAlign,king,155.2554
488,155.8789,TokensAlign,sire,156.4089
490,156.6782,TokensAlign,over,156.9232
491,156.9232,TokensAlign,what,157.1832
492,157.1832,TokensAlign,do,157.3132
493,157.3132,TokensAlign,you,157.4732
494,157.4732,TokensAlign,rule,157.953
496,158.6563,TokensAlign,over,158.9913
497,158.9913,TokensAlign,everything,159.6163
499,159.8307,TokensAlign,said,160.0457
500,160.0457,TokensAlign,the,160.1357
501,160.1357,TokensAlign,king,160.4857
502,160.4857,TokensAlign,with,160.6057
503,160.6057,TokensAlign,a,160.6357
504,160.6357,TokensAlign,magnificent,161.6057
505,161.6057,TokensAlign,simplicity,162.3151
507,163.0434,TokensAlign,over,163.3484
508,163.3484,TokensAlign,everything,164.0832
510,164.7616,TokensAlign,the,165.0566
511,165.0566,TokensAlign,king,165.4266
512,165.4266,TokensAlign,made,165.6266
513,165.6266,TokensAlign,a,165.6666
514,165.6666,TokensAlign,subtle,166.1966
515,166.1966,TokensAlign,gesture,166.7266
516,166.7266,TokensAlign,pointing,167.1866
517,167.1866,TokensAlign,out,167.4266
518,167.4266,TokensAlign,his,167.6266
519,167.6266,TokensAlign,planet,168.1866
520,168.1866,TokensAlign,the,168.4066
521,168.4066,TokensAlign,other,168.6266
522,168.6266,TokensAlign,planets,169.1566
523,169.1566,TokensAlign,and,169.2766
524,169.2766,TokensAlign,the,169.3366
525,169.3366,TokensAlign,stars,169.9243
527,170.7573,TokensAlign,over,171.0923
528,171.0923,TokensAlign,all,171.3523
529,171.3523,TokensAlign,that,171.9021
531,172.1564,TokensAlign,asked,172.4514
532,172.4514,TokensAlign,the,172.5314
533,172.5314,TokensAlign,little,172.7714
534,172.7714,TokensAlign,prince,173.1912
536,173.8297,TokensAlign,over,174.1747
537,174.1747,TokensAlign,all,174.4847
538,174.4847,TokensAlign,that,174.9394
540,175.1638,TokensAlign,the,175.2288
541,175.2288,TokensAlign,king,175.4488
542,175.4488,TokensAlign,answered,175.9386
544,176.3875,TokensAlign,for,176.5125
545,176.5125,TokensAlign,his,176.6725
546,176.6725,TokensAlign,rule,177.0325
547,177.0325,TokensAlign,was,177.2025
548,177.2025,TokensAlign,not,177.3925
549,177.3925,TokensAlign,only,177.6925
550,177.6925,TokensAlign,absolute,178.8025
551,178.8025,TokensAlign,it,178.9925
552,178.9925,TokensAlign,was,179.1725
553,179.1725,TokensAlign,also,179.5625
554,179.5625,TokensAlign,universal,180.3111
556,181.0444,TokensAlign,and,181.2294
557,181.2294,TokensAlign,the,181.2994
558,181.2994,TokensAlign,stars,181.7594
559,181.7594,TokensAlign,obey,182.1694
560,182.1694,TokensAlign,you,182.3992
562,183.0027,TokensAlign,of,183.0777
563,183.0777,TokensAlign,course,183.5575
565,183.9166,TokensAlign,the,183.9816
566,183.9816,TokensAlign,king,184.2116
567,184.2116,TokensAlign,said,184.5465
569,184.8707,TokensAlign,they,185.3457
570,185.3457,TokensAlign,obey,185.7657
571,185.7657,TokensAlign,instantly,186.3948
573,186.8188,TokensAlign,i,186.9538
574,186.9538,TokensAlign,do,187.0638
575,187.0638,TokensAlign,not,187.2338
576,187.2338,TokensAlign,tolerate,187.7038
577,187.7038,TokensAlign,insubordination,188.5785
579,189.7707,TokensAlign,such,190.2257
580,190.2257,TokensAlign,power,190.6657
581,190.6657,TokensAlign,filled,191.0557
582,191.0557,TokensAlign,the,191.1457
583,191.1457,TokensAlign,little,191.3957
584,191.3957,TokensAlign,prince,191.8257
585,191.8257,TokensAlign,with,191.9857
586,191.9857,TokensAlign,wonder,192.4597
588,192.8438,TokensAlign,if,193.2288
589,193.2288,TokensAlign,he,193.3588
590,193.3588,TokensAlign,had,193.4888
591,193.4888,TokensAlign,held,193.7988
592,193.7988,TokensAlign,it,193.9088
593,193.9088,TokensAlign,himself,194.5688
594,194.5688,TokensAlign,he,194.9888
595,194.9888,TokensAlign,would,195.2288
596,195.2288,TokensAlign,ve,195.2888
597,195.2888,TokensAlign,been,195.3988
598,195.3988,TokensAlign,able,195.6688
599,195.6688,TokensAlign,to,195.8188
600,195.8188,TokensAlign,watch,196.2188
601,196.2188,TokensAlign,not,196.5888
602,196.5888,TokensAlign,forty,196.9888
603,196.9888,TokensAlign,four,197.4718
605,197.6962,TokensAlign,but,197.9212
606,197.9212,TokensAlign,seventy,198.3712
607,198.3712,TokensAlign,two,198.8012
608,198.8012,TokensAlign,or,198.8912
609,198.8912,TokensAlign,even,199.1612
610,199.1612,TokensAlign,a,199.2412
611,199.2412,TokensAlign,hundred,199.7712
612,199.7712,TokensAlign,or,199.9112
613,199.9112,TokensAlign,even,200.1712
614,200.1712,TokensAlign,two,200.5212
615,200.5212,TokensAlign,hundred,200.9512
616,200.9512,TokensAlign,sunsets,201.5212
617,201.5212,TokensAlign,on,201.6212
618,201.6212,TokensAlign,the,201.6912
619,201.6912,TokensAlign,same,202.0112
620,202.0112,TokensAlign,day,202.3112
621,202.3112,TokensAlign,without,203.0412
622,203.0412,TokensAlign,ever,203.2212
623,203.2212,TokensAlign,having,203.5712
624,203.5712,TokensAlign,to,203.7312
625,203.7312,TokensAlign,move,203.9212
626,203.9212,TokensAlign,his,204.1412
627,204.1412,TokensAlign,chair,204.4694
629,205.4871,TokensAlign,and,205.6621
630,205.6621,TokensAlign,as,205.7921
631,205.7921,TokensAlign,he,205.9121
632,205.9121,TokensAlign,felt,206.2321
633,206.2321,TokensAlign,a,206.3221
634,206.3221,TokensAlign,bit,206.5921
635,206.5921,TokensAlign,sad,207.2721
636,207.2721,TokensAlign,as,207.4521
637,207.4521,TokensAlign,he,207.5621
638,207.5621,TokensAlign,remembered,208.0721
639,208.0721,TokensAlign,his,208.3221
640,208.3221,TokensAlign,forsaken,208.8621
641,208.8621,TokensAlign,little,209.0721
642,209.0721,TokensAlign,planet,209.5705
644,210.0494,TokensAlign,he,210.1344
645,210.1344,TokensAlign,plucked,210.5644
646,210.5644,TokensAlign,up,210.7044
647,210.7044,TokensAlign,his,210.9044
648,210.9044,TokensAlign,courage,211.3744
649,211.3744,TokensAlign,to,211.4844
650,211.4844,TokensAlign,ask,211.8244
651,211.8244,TokensAlign,the,211.8944
652,211.8944,TokensAlign,king,212.1144
653,212.1144,TokensAlign,a,212.1844
654,212.1844,TokensAlign,favour,212.6529
656,213.8651,TokensAlign,i,214.0001
657,214.0001,TokensAlign,d,214.0601
658,214.0601,TokensAlign,like,214.2701
659,214.2701,TokensAlign,to,214.3901
660,214.3901,TokensAlign,see,214.6101
661,214.6101,TokensAlign,a,214.6501
662,214.6501,TokensAlign,sunset,215.4048
664,215.8886,TokensAlign,do,216.0336
665,216.0336,TokensAlign,that,216.3236
666,216.3236,TokensAlign,for,216.5336
667,216.5336,TokensAlign,me,216.7584
669,217.0377,TokensAlign,order,217.2527
670,217.2527,TokensAlign,the,217.3427
671,217.3427,TokensAlign,sun,217.6527
672,217.6527,TokensAlign,to,217.7427
673,217.7427,TokensAlign,set,218.2024
675,219.1352,TokensAlign,if,219.2902
676,219.2902,TokensAlign,i,219.4302
677,219.4302,TokensAlign,ordered,219.7502
678,219.7502,TokensAlign,a,219.7902
679,219.7902,TokensAlign,general,220.2402
680,220.2402,TokensAlign,to,220.3302
681,220.3302,TokensAlign,fly,220.6402
682,220.6402,TokensAlign,from,220.8802
683,220.8802,TokensAlign,one,221.1802
684,221.1802,TokensAlign,flower,221.5002
685,221.5002,TokensAlign,to,221.6402
686,221.6402,TokensAlign,another,221.9502
687,221.9502,TokensAlign,like,222.1702
688,222.1702,TokensAlign,a,222.2302
689,222.2302,TokensAlign,butterfly,222.8191
691,223.1483,TokensAlign,or,223.2533
692,223.2533,TokensAlign,to,223.3733
693,223.3733,TokensAlign,write,223.6333
694,223.6333,TokensAlign,a,223.6933
695,223.6933,TokensAlign,tragic,224.1133
696,224.1133,TokensAlign,drama,224.5929
698,224.8622,TokensAlign,or,224.9772
699,224.9772,TokensAlign,to,225.1072
700,225.1072,TokensAlign,change,225.4672
701,225.4672,TokensAlign,himself,225.8372
702,225.8372,TokensAlign,into,226.0372
703,226.0372,TokensAlign,a,226.0872
704,226.0872,TokensAlign,sea,226.3772
705,226.3772,TokensAlign,bird,226.6669
707,227.2605,TokensAlign,and,227.4055
708,227.4055,TokensAlign,if,227.5355
709,227.5355,TokensAlign,the,227.6555
710,227.6555,TokensAlign,general,228.0555
711,228.0555,TokensAlign,did,228.2755
712,228.2755,TokensAlign,not,228.4955
713,228.4955,TokensAlign,carry,228.8555
714,228.8555,TokensAlign,out,229.0355
715,229.0355,TokensAlign,the,229.1655
716,229.1655,TokensAlign,order,229.4855
717,229.4855,TokensAlign,received,230.0749
719,230.4339,TokensAlign,which,230.6689
720,230.6689,TokensAlign,one,230.8189
721,230.8189,TokensAlign,of,230.9089
722,230.9089,TokensAlign,us,231.1189
723,231.1189,TokensAlign,would,231.2289
724,231.2289,TokensAlign,be,231.3789
725,231.3789,TokensAlign,in,231.4689
726,231.4689,TokensAlign,the,231.5789
727,231.5789,TokensAlign,wrong,231.8334
729,232.4819,TokensAlign,you,232.8519
731,233.206,TokensAlign,said,233.401
732,233.401,TokensAlign,the,233.491
733,233.491,TokensAlign,little,233.721
734,233.721,TokensAlign,prince,234.181
735,234.181,TokensAlign,firmly,234.6705
737,235.314,TokensAlign,exactly,236.1687
739,236.8871,TokensAlign,one,237.0821
740,237.0821,TokensAlign,must,237.3321
741,237.3321,TokensAlign,ask,237.6621
742,237.6621,TokensAlign,of,237.7421
743,237.7421,TokensAlign,each,237.9821
744,237.9821,TokensAlign,person,238.5221
745,238.5221,TokensAlign,that,238.8721
746,238.8721,TokensAlign,which,239.1321
747,239.1321,TokensAlign,they,239.2321
